"CUST_ID","LAST","FIRST","STATE","REGION","SEX","PROFESSION","BUY_INSURANCE","AGE","HAS_CHILDREN","SALARY","N_OF_DEPENDENTS","CAR_OWNERSHIP","HOUSE_OWNERSHIP","TIME_AS_CUSTOMER","MARITAL_STATUS","CREDIT_BALANCE","BANK_FUNDS","CHECKING_AMOUNT","MONEY_MONTLY_OVERDRAWN","T_AMOUNT_AUTOM_PAYMENTS","MONTHLY_CHECKS_WRITTEN","MORTGAGE_AMOUNT","N_TRANS_ATM","N_MORTGAGES","N_TRANS_TELLER","CREDIT_CARD_LIMITS","N_TRANS_KIOSK","N_TRANS_WEB_BANK","LTV","LTV_BIN"
"CU10947","ZANDRA","HUGHES","MI","Midwest","F","Fireman","No",28,1,64180,5,1,1,5,"DIVORCED",0,1150,25,53.1,721,3,2300,2,1,3,1000,1,300,16345,"MEDIUM"
"CU11937","MARIA","STUBBS","CA","West","M","Cashier","No",34,1,68813,1,1,1,1,"MARRIED",0,0,25,53.11,0,3,960,2,1,1,700,4,960,24103.25,"HIGH"
"CU1026","ZOILA","ORNELAS","NY","NorthEast","F","PROF-9","No",40,0,65762,1,1,1,1,"MARRIED",0,18300,903,54.09,1566,2,5000,5,1,3,500,3,3100,28940.5,"HIGH"
"CU1035","ROGER","WARE","WA","West","M","IT Staff","Yes",45,1,63048,0,1,1,2,"DIVORCED",0,11900,1509,55.46,5504,3,3500,5,1,4,900,0,2450,26262,"HIGH"
"CU1044","PARIS","MAGEE","NY","NorthEast","M","Programmer/Developer","Yes",33,1,68240,3,1,0,3,"SINGLE",0,500,76,53.09,674,3,0,1,0,1,900,5,0,10860,"LOW"
"CU1052","GLENDORA","MCCAULEY","NY","NorthEast","F","Author","No",54,1,63685,1,1,1,1,"WIDOWED",77854,12000,21669,55.17,100436,4,7000,5,1,4,5000,9,1000,24821.25,"HIGH"
"CU1061","JEWELL","HAGER","MI","Midwest","M","PROF-7","No",64,1,73984,0,1,0,2,"SINGLE",0,2156,2794,53.28,4104,1,0,3,0,2,1700,0,506,20896,"MEDIUM"
"CU1090","PERRY","OTT","CA","West","M","Author","No",68,0,55139,0,1,1,2,"MARRIED",0,0,25,55.53,5562,3,1000,6,1,0,2500,0,1000,31584.75,"VERY HIGH"
"CU1098","ABRAHAM","FAULK","CA","West","M","Fireman","No",24,1,62254,0,1,2,2,"SINGLE",0,0,25,53.06,0,0,200,0,2,0,900,0,200,33963.5,"VERY HIGH"
"CU1106","ELDRIDGE","CHASE","NY","NorthEast","M","Administrative Assistant","No",34,1,61735,0,1,0,2,"SINGLE",12715,301,2811,53.24,16091,4,0,3,0,2,600,6,0,14833.75,"MEDIUM"
"CU1114","ARA","BRYSON","MI","Midwest","F","Homemaker","No",68,1,58165,6,1,1,4,"WIDOWED",52335,24100,25,55.17,54810,12,6000,5,1,2,900,0,3700,16341.25,"MEDIUM"
"CU1123","WILLIE","GOODE","NY","NorthEast","M","Administrator","No",63,1,72663,3,1,0,4,"SINGLE",134557,0,25,57.5,135163,4,0,6,0,0,1600,9,0,15465.75,"MEDIUM"
"CU1154","ELSIE","COOK","NY","NorthEast","F","IT Staff","No",32,1,61667,1,1,1,1,"DIVORCED",0,12800,1448,53.39,2352,4,4000,4,1,4,500,5,2000,22116.75,"HIGH"
"CU1162","CLARK","NIELSON","CO","West","M","Waiter/Waitress","No",43,1,60654,1,1,0,1,"SINGLE",0,2151,6013,53.64,6526,4,0,4,0,4,700,0,531,12963.5,"LOW"
"CU1171","STEPHAINE","BUCKNER","NY","NorthEast","F","School Teacher","No",50,1,69148,4,1,0,4,"WIDOWED",0,10300,1364,53.07,1716,3,0,1,0,4,900,0,1300,11287,"LOW"
"CU10051","ANTONY","ARMSTRONG","MI","Midwest","M","Lab Technician","No",22,1,57453,3,1,1,3,"SINGLE",0,0,25,53.07,509,1,250,1,1,0,1500,1,250,17063.25,"MEDIUM"
"CU12047","TANNER","THOMSON","NY","NorthEast","M","Programmer/Developer","Yes",29,0,65846,3,1,1,3,"SINGLE",0,500,25,53.28,177,4,358,3,1,2,1000,4,358,24861.5,"HIGH"
"CU12049","GRAHAM","CRUZ","CA","West","M","PROF-1","Yes",37,1,75628,2,1,1,2,"MARRIED",0,8000,25,57.27,3929,2,10000,6,1,4,5000,4,1000,24607,"HIGH"
"CU12050","LYNWOOD","HARVEY","NY","NorthEast","M","Programmer/Developer","No",31,1,62792,1,1,1,1,"MARRIED",0,0,25,53.02,0,3,900,2,1,1,600,4,900,22298,"HIGH"
"CU12051","ELLSWORTH","AVALOS","NY","NorthEast","M","DBA","Yes",44,1,81587,1,1,1,1,"MARRIED",144278,4500,25,56.27,145481,4,5000,6,1,3,3000,4,5000,28296.75,"HIGH"
"CU13731","DEVORAH","MEAD","FL","South","F","Truck Driver","No",54,1,66029,1,1,1,2,"DIVORCED",0,0,25,53.67,0,0,2000,4,1,1,1000,1,2000,25907.25,"HIGH"
"CU13733","DANTE","CRAMER","NY","NorthEast","M","Programmer/Developer","No",25,0,59143,3,0,0,3,"SINGLE",0,0,25,53.86,0,0,0,4,0,1,1000,1,0,12785.75,"LOW"
"CU13734","FELIPE","LADD","NY","NorthEast","M","Programmer/Developer","Yes",22,1,69446,3,1,1,3,"MARRIED",0,850,242,53.43,447,2,1476,4,1,3,1000,6,1476,20061.5,"MEDIUM"
"CU13735","GABRIEL","SCHMITZ","WA","West","M","Programmer/Developer","No",29,0,58185,3,0,0,3,"SINGLE",0,0,25,53.09,0,0,0,1,0,1,1000,1,0,12946.25,"LOW"
"CU13398","MONROE","GAGE","CA","West","M","Waiter/Waitress","No",21,1,63294,3,1,1,3,"SINGLE",0,0,25,53.07,0,8,530,1,1,0,1000,1,530,18423.5,"MEDIUM"
"CU10612","ADRIAN","CRAVEN","CA","West","M","Construction Laborer","No",66,0,60308,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,700,1,0,22677,"HIGH"
"CU10613","SOLEDAD","RUSSO","FL","South","F","Clerical","Yes",45,1,85772,1,1,1,1,"MARRIED",0,8000,25,53.4,1142,4,5000,4,1,4,3500,1,2200,29443,"HIGH"
"CU10614","DORINDA","ULRICH","FL","South","F","Clerical","No",47,1,53226,1,1,1,1,"MARRIED",0,10950,2665,53.29,2719,18,11000,3,1,4,4000,1,11000,21506.5,"MEDIUM"
"CU10615","EVONNE","NELSON","FL","South","F","Dentist","No",42,1,64937,3,1,1,4,"DIVORCED",0,4700,3178,53.8,3221,3,3100,4,1,2,1000,3,900,21434.25,"MEDIUM"
"CU10616","PATTI","LADD","FL","South","F","PROF-11","Yes",39,1,62321,5,1,1,5,"MARRIED",0,800,25,54.31,346,15,1160,5,1,3,700,1,1160,16980.25,"MEDIUM"
"CU10617","KEVIN","SALMON","FL","South","F","Clerical","No",45,1,85965,1,1,1,1,"MARRIED",20317,7650,14763,54.34,36651,18,7000,5,1,1,3500,1,7000,29491.25,"HIGH"
"CU10618","TOBY","BLEVINS","FL","South","M","Dentist","No",41,1,69104,3,1,1,3,"DIVORCED",0,3000,2794,53.99,2809,15,3500,5,1,1,1000,1,3500,21876,"MEDIUM"
"CU1233","AUGUST","TABOR","UT","Southwest","M","Veterinarian","Yes",37,1,75178,1,1,1,1,"DIVORCED",0,3100,3894,53.46,4901,4,1900,4,1,1,1500,0,1000,25994.5,"HIGH"
"CU1242","LONNY","WOODSON","OH","Midwest","M","Plumber","No",59,1,64720,0,1,0,2,"SINGLE",0,1050,65,53.36,646,5,0,3,0,3,600,0,0,18080,"MEDIUM"
"CU1277","REGENIA","DAHL","NY","NorthEast","F","IT Staff","No",54,1,64326,1,1,1,1,"WIDOWED",19647,13550,9246,54.07,29408,10,5000,5,1,5,1100,2,2500,24981.5,"HIGH"
"CU1286","GREG","LACY","NY","NorthEast","M","Accountant","No",35,0,64191,0,1,0,2,"SINGLE",0,0,197,53.08,703,13,0,1,0,0,700,2,0,20547.75,"MEDIUM"
"CU15360","GENIE","PENNINGTON","NY","NorthEast","F","PROF-10","Yes",49,1,59752,1,1,1,1,"DIVORCED",0,1860,25,53.94,1214,8,2200,4,1,1,1000,4,2200,23338,"HIGH"
"CU15361","JEANNIE","KLEIN","CA","West","F","Not specified","No",32,0,64623,1,1,1,1,"DIVORCED",0,4200,10938,53.69,11781,2,4000,4,1,1,1000,8,4000,27855.75,"HIGH"
"CU15362","LOREN","HOUGH","NY","NorthEast","M","Clerical","No",32,0,63318,3,1,1,3,"MARRIED",0,0,25,53.06,0,0,1000,0,1,0,700,4,1000,24529.5,"HIGH"
"CU15363","SHONNA","CHEN","NY","NorthEast","F","Homemaker","No",34,0,65244,1,1,1,1,"DIVORCED",0,0,25,53.06,0,0,3000,0,1,1,1000,4,3000,28211,"HIGH"
"CU15364","TERRELL","STOCKTON","FL","South","M","Programmer/Developer","No",21,0,67625,3,0,0,3,"SINGLE",0,251,25,53.11,0,0,0,2,0,2,1000,4,0,14506.25,"MEDIUM"
"CU15365","ELISHA","STEELE","NY","NorthEast","M","Dentist","No",49,0,59084,3,1,1,4,"SINGLE",0,0,25,53.05,0,0,570,2,1,0,700,4,570,25671,"HIGH"
"CU15366","JODIE","GUINN","MS","South","F","IT Staff","Yes",49,1,65945,1,1,1,1,"MARRIED",0,1200,25,53.34,361,7,1200,3,1,3,700,4,1200,24886.25,"HIGH"
"CU15367","KIRK","SERNA","CA","West","M","Nurse","No",45,0,64717,3,1,1,3,"SINGLE",0,0,25,53.05,0,0,279,2,1,0,700,4,279,26179.25,"HIGH"
"CU15368","BILLI","COSTELLO","NY","NorthEast","F","Administrator","No",36,1,66223,1,1,1,1,"DIVORCED",0,12500,10847,53.17,12186,1,4000,2,1,4,1000,2,3500,23655.75,"HIGH"
"CU15369","STEPHNIE","LLOYD","NY","NorthEast","F","Plumber","Yes",29,1,77553,1,1,1,1,"MARRIED",0,3540,25,57.11,2934,2,5000,6,1,1,3500,4,1500,25788.25,"HIGH"
"CU15370","MIRELLA","COLE","CA","West","F","IT Staff","Yes",42,1,66485,1,1,1,1,"DIVORCED",0,2700,25,55.57,1494,3,3000,6,1,1,1000,4,900,24321.25,"HIGH"
"CU15372","IVAN","CANTRELL","NY","NorthEast","M","Programmer/Developer","Yes",23,0,63734,3,1,1,3,"SINGLE",0,750,25,53.68,435,2,418,4,1,3,1000,4,418,23733.5,"HIGH"
"CU15373","JENNETTE","SNELL","CA","West","F","Publisher","Yes",49,1,71910,1,1,1,1,"DIVORCED",0,2940,25,56.85,3237,11,3000,6,1,1,1000,3,900,26377.5,"HIGH"
"CU14782","RUSS","DAVIES","NY","NorthEast","M","Truck Driver","No",47,0,69237,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,1650,0,1,0,1000,1,1650,30509.25,"VERY HIGH"
"CU15815","WAYLON","ALBERT","CA","West","M","Truck Driver","No",23,0,69599,3,1,1,3,"DIVORCED",0,2350,25,52.73,117,2,3000,2,1,1,2500,2,450,25199.75,"HIGH"
"CU15817","AUGUSTUS","CARTER","NY","NorthEast","M","Sales Representative","No",35,0,80110,3,1,1,3,"MARRIED",0,850,897,53.1,1035,18,1100,2,1,3,2500,4,1100,29027.5,"HIGH"
"CU15818","RODRICK","MAYES","CA","West","M","PROF-13","No",28,0,72206,0,0,0,2,"SINGLE",0,0,25,53.06,0,1,0,0,0,0,1500,4,0,21851.5,"MEDIUM"
"CU8314","MONET","MERRILL","CA","West","F","Professor","No",41,1,65092,2,1,1,2,"MARRIED",35,3000,19521,54.91,22012,4,1000,5,1,1,1000,1,1000,22373,"HIGH"
"CU8323","FABIAN","DAVENPORT","NY","NorthEast","M","Lab Technician","Yes",39,0,69201,1,1,1,1,"MARRIED",0,450,25,53.66,109,1,1000,4,1,2,1000,1,1000,29700.25,"HIGH"
"CU8355","ORVILLE","SORENSON","MI","Midwest","M","Sales Representative","No",41,0,59831,3,1,1,3,"SINGLE",0,0,25,53.08,0,2,534,1,1,0,600,1,534,24557.75,"HIGH"
"CU13526","FOSTER","COLBERT","NY","NorthEast","M","PROF-22","No",35,0,63411,3,1,1,3,"SINGLE",0,0,25,53.06,105,0,270,0,1,0,600,1,270,24852.75,"HIGH"
"CU13528","SANFORD","BRONSON","MI","Midwest","M","Programmer/Developer","Yes",23,1,64396,3,0,0,3,"SINGLE",0,500,25,53.12,0,5,0,2,0,2,1000,1,0,8899,"LOW"
"CU2167","NAIDA","ARNOLD","NY","NorthEast","F","Not specified","No",32,1,63310,5,1,1,5,"DIVORCED",0,16200,25,55.05,4249,10,4500,5,1,5,500,2,3100,16527.5,"MEDIUM"
"CU10213","KYLE","PENA","CA","West","M","Programmer/Developer","No",22,0,62582,3,1,0,3,"SINGLE",0,750,1694,53.16,1736,5,0,2,0,3,1000,3,0,13345.5,"LOW"
"CU10214","CATERINA","MCCORD","CA","West","F","Law Enforcement Officer","Yes",49,1,57243,2,1,1,2,"DIVORCED",0,1530,42,53.26,637,2,2000,3,1,3,1000,1,2000,21210.75,"MEDIUM"
"CU11061","GINA","SLOAN","NV","Southwest","F","Clerical","No",32,1,56596,2,1,2,2,"DIVORCED",0,4750,8840,53.42,9002,1,2900,4,2,1,1500,1,850,29349,"HIGH"
"CU11234","JEROME","DOSS","MI","Midwest","M","Not specified","No",31,0,59554,2,1,1,2,"SINGLE",0,251,25,53.14,1029,6,500,2,1,2,600,1,500,24988.5,"HIGH"
"CU11235","KENT","HARRELL","AL","South","M","Dentist","No",32,1,66261,3,1,1,3,"MARRIED",0,0,25,53.34,0,2,855,3,1,1,600,1,855,20265.25,"MEDIUM"
"CU11236","FILIBERTO","COBURN","OR","West","M","Programmer/Developer","No",20,0,63388,3,0,0,3,"SINGLE",0,0,25,53.3,0,1,0,3,0,1,1000,1,0,13347,"LOW"
"CU11237","JAYSON","WILLS","NY","NorthEast","M","Programmer/Developer","Yes",22,0,64777,3,1,1,3,"SINGLE",0,250,25,53.07,0,1,350,1,1,2,1000,1,350,23894.25,"HIGH"
"CU11239","TYREE","DALTON","NY","NorthEast","M","PROF-11","No",23,1,64543,3,1,0,3,"SINGLE",0,0,25,53.05,217,3,0,2,0,1,1000,1,0,8935.75,"LOW"
"CU11240","CHARLES","BURKETT","NY","NorthEast","M","Programmer/Developer","No",22,0,69244,3,1,1,3,"SINGLE",222,0,25,53.03,796,14,400,2,1,0,1000,1,400,25011,"HIGH"
"CU11242","KENNY","BLAIR","MI","Midwest","M","Programmer/Developer","No",25,0,70105,3,1,1,3,"MARRIED",0,250,25,43.93,790,4,1000,2,1,2,1000,1,1000,25526.25,"HIGH"
"CU11243","LAUREN","VELASQUEZ","CA","West","M","Secretary","No",33,1,54920,1,1,1,1,"MARRIED",0,1900,290,53.35,361,4,1400,3,1,1,1500,1,1400,20530,"MEDIUM"
"CU10648","CHET","JUDD","NY","NorthEast","M","Programmer/Developer","No",22,0,65501,3,1,1,3,"MARRIED",0,0,25,53.06,0,0,1500,0,1,0,1000,1,1500,24075.25,"HIGH"
"CU10649","WANETTA","STODDARD","MS","South","F","PROF-14","Yes",29,1,64876,1,1,1,2,"MARRIED",0,1350,843,53.29,957,3,1400,3,1,3,1000,8,1400,23119,"HIGH"
"CU10650","LOUIE","FLOOD","CA","West","M","Nurse","No",51,0,68364,3,0,0,3,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,700,1,0,17691,"MEDIUM"
"CU10651","MARCELLUS","MARCUS","OR","West","M","Programmer/Developer","No",25,0,64488,3,1,1,3,"SINGLE",0,700,25,53.2,456,12,172,3,1,3,1000,2,172,24122,"HIGH"
"CU10652","ELINA","BLANK","NY","NorthEast","F","PROF-9","No",49,1,67635,5,1,1,5,"DIVORCED",0,0,25,70.96,0,1,2000,7,1,1,1000,1,2000,19308.75,"MEDIUM"
"CU10653","WARNER","GALLEGOS","MI","Midwest","M","Sales Representative","No",23,1,65464,3,1,1,3,"MARRIED",0,201,25,53.48,456,7,914,4,1,1,1000,1,914,19166,"MEDIUM"
"CU10654","VICTOR","WHITT","WI","Midwest","M","Waiter/Waitress","Yes",35,1,65949,1,1,2,1,"MARRIED",0,600,25,53.63,350,4,1200,4,2,1,700,3,1200,33487.25,"VERY HIGH"
"CU10655","LOGAN","CHILDS","NY","NorthEast","M","PROF-3","No",25,1,67863,3,1,1,3,"MARRIED",0,250,25,53.29,245,2,700,3,1,2,1000,1,700,19965.75,"MEDIUM"
"CU13282","VALARIE","ONEIL","NY","NorthEast","F","Programmer/Developer","Yes",21,0,64424,5,1,0,5,"SINGLE",0,700,102,53.38,333,3,0,3,0,3,1000,1,0,10706,"LOW"
"CU13310","JENNI","LANDERS","NY","NorthEast","F","Programmer/Developer","No",51,0,60224,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,1000,0,1,1,1000,1,1000,28656,"HIGH"
"CU13347","BASIL","BERGER","CA","West","M","Childcare Worker","No",44,0,57442,3,0,0,3,"SINGLE",0,0,25,53.05,0,2,0,2,0,0,2500,1,0,14260.5,"MEDIUM"
"CU13373","RAYMOND","MCCRAY","OH","Midwest","M","Programmer/Developer","Yes",27,1,74119,3,1,0,3,"SINGLE",0,500,25,53.03,145,4,0,2,0,2,1500,1,0,11729.75,"LOW"
"CU13421","GAYLORD","BARAJAS","NY","NorthEast","M","Programmer/Developer","No",20,0,63513,3,1,0,3,"SINGLE",0,250,4243,53.58,6643,4,0,4,0,2,1000,1,0,13378.25,"LOW"
"CU13452","ELVIS","CUMMINS","FL","South","M","Programmer/Developer","No",38,0,64670,1,0,0,1,"SINGLE",0,0,25,53.06,0,2,0,0,0,1,600,1,0,18467.5,"MEDIUM"
"CU13473","GONZALO","CORBIN","MN","West","M","Nurse","No",31,0,63186,0,0,0,2,"SINGLE",0,0,25,53.06,0,1,0,0,0,0,700,1,0,19896.5,"MEDIUM"
"CU13499","MURRAY","SELLERS","CA","West","M","Programmer/Developer","No",23,0,64501,3,1,0,3,"SINGLE",0,0,148,53.02,159,14,0,2,0,1,1000,1,0,13925.25,"LOW"
"CU13527","HIPOLITO","MARTIN","MI","Midwest","M","Homemaker","No",41,1,69415,3,1,1,3,"DIVORCED",0,0,25,53.08,0,1,3000,1,1,1,1500,1,3000,21953.75,"MEDIUM"
"CU13556","JAYSON","SCHMITZ","CA","West","M","Programmer/Developer","Yes",32,1,64881,2,1,0,2,"SINGLE",0,500,138,53.84,239,3,0,4,0,2,600,1,0,11420.25,"LOW"
"CU13046","JEROLD","HENSLEY","MN","West","M","Waiter/Waitress","No",28,0,70674,1,1,1,1,"MARRIED",0,0,25,53.22,0,0,1141,3,1,1,1000,1,1141,28968.5,"HIGH"
"CU13054","ARLIE","LOCKE","NY","NorthEast","M","PROF-45","No",21,1,76506,3,1,1,3,"MARRIED",0,0,25,56.37,0,0,1500,6,1,1,1500,1,1500,21726.5,"MEDIUM"
"CU13063","CORNELIUS","BRINKLEY","WA","West","M","Cashier","Yes",32,0,65879,3,1,1,3,"MARRIED",0,400,131,53.49,138,6,743,4,1,2,600,1,743,25169.75,"HIGH"
"CU13072","ROBT","LAYNE","NY","NorthEast","M","Dentist","No",41,0,57029,1,1,2,1,"DIVORCED",0,2000,1605,53.47,1838,3,2000,4,2,1,1500,1,400,36857.25,"VERY HIGH"
"CU14459","MICKEY","SHOCKLEY","CA","West","M","PROF-4","No",36,1,66686,3,1,2,3,"MARRIED",0,1400,1550,53.53,1900,11,1672,4,2,3,1000,3,1672,30771.5,"VERY HIGH"
"CU14460","DEEDEE","TORREZ","WA","West","F","School Teacher","No",32,1,63891,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,1174,0,1,1,700,1,1174,22672.75,"HIGH"
"CU14461","SIGRID","JUDD","MS","South","F","Lab Technician","No",34,1,64856,5,1,1,5,"MARRIED",0,1050,25,53.05,901,2,1800,2,1,2,1000,1,1800,17114,"MEDIUM"
"CU14462","JOSHUA","MYRICK","MI","Midwest","M","Programmer/Developer","No",38,0,64179,3,0,0,3,"SINGLE",0,0,25,53.07,0,1,0,1,0,1,700,1,0,15344.75,"MEDIUM"
"CU14464","LUIGI","BUCHANAN","NY","NorthEast","M","Programmer/Developer","No",22,0,70367,3,1,1,3,"SINGLE",0,500,131,53,154,15,500,2,1,2,1000,1,500,25291.75,"HIGH"
"CU14465","PIERRE","MORTON","NY","NorthEast","M","Bank Teller","No",43,1,57575,3,1,1,3,"MARRIED",0,0,25,53.31,155,10,1000,3,1,1,1000,2,1000,19193.75,"MEDIUM"
"CU14466","TAMEKIA","ROMERO","CA","West","F","Cashier","No",50,0,62232,1,1,1,1,"DIVORCED",0,0,25,53.63,0,1,4200,4,1,1,3000,1,4200,29058,"HIGH"
"CU14467","KAYLENE","MCKAY","MI","Midwest","F","IT Staff","Yes",51,0,67461,1,1,1,1,"MARRIED",0,450,207,53.6,357,2,1000,4,1,2,1000,8,1000,30465.25,"VERY HIGH"
"CU14468","TERRANCE","FISHER","NY","NorthEast","M","Sales Representative","No",21,0,62122,3,1,1,3,"MARRIED",0,250,25,48.98,389,8,1200,2,1,2,1500,1,1200,23130.5,"HIGH"
"CU14469","EFREN","KELLY","NY","NorthEast","M","PROF-11","No",24,0,69091,3,1,1,3,"SINGLE",0,0,25,53.07,0,0,263,1,1,0,1000,1,263,25172.75,"HIGH"
"CU14470","DANIKA","DOTY","MI","Midwest","F","Lab Technician","No",50,1,55493,1,1,1,1,"MARRIED",0,0,25,53.61,281,4,1200,4,1,1,1500,1,1200,22373.25,"HIGH"
"CU12462","DARRYL","SALTER","MI","Midwest","M","Construction Laborer","No",34,0,65999,3,1,1,3,"SINGLE",0,550,25,53.1,0,2,500,2,1,2,600,1,500,25399.75,"HIGH"
"CU12463","AUGUSTINE","COSTA","NY","NorthEast","M","Programmer/Developer","Yes",23,0,64298,3,1,0,3,"SINGLE",0,500,397,53.05,465,12,0,2,0,2,1000,1,0,13874.5,"LOW"
"CU6239","YEVETTE","BEAN","MI","Midwest","F","IT Staff","Yes",40,1,59159,1,1,2,1,"DIVORCED",0,4100,106,54.63,1878,3,3950,5,2,1,1200,0,1100,32289.75,"VERY HIGH"
"CU8334","TABETHA","BERGERON","MI","Midwest","F","Lab Technician","No",25,0,59757,5,1,1,5,"DIVORCED",0,0,25,53.13,0,0,2100,2,1,1,1500,1,2100,19939.25,"MEDIUM"
"CU8335","DALLAS","MEYER","NV","Southwest","M","Truck Driver","Yes",31,1,59058,1,1,1,1,"MARRIED",0,1000,65,54.65,441,2,1000,5,1,3,1000,1,1000,21364.5,"MEDIUM"
"CU8336","JANETTA","KEARNS","FL","South","F","Clerical","No",51,1,92917,1,1,1,1,"WIDOWED",61278,24000,7987,54.42,69275,1,8000,5,1,5,5000,2,5000,31829.25,"VERY HIGH"
"CU8338","JED","BARNHART","DC","NorthEast","M","Programmer/Developer","No",22,1,70909,3,1,1,3,"MARRIED",0,500,199,52.93,808,4,800,2,1,2,1000,1,800,20427.25,"MEDIUM"
"CU5717","JAIMIE","GARLAND","UT","Southwest","F","Truck Driver","Yes",58,1,73641,1,1,2,4,"WIDOWED",336,24250,25,69.53,19787,15,8472,7,2,5,4200,0,5000,39210.25,"VERY HIGH"
"CU5718","LORIE","ROWLEY","NY","NorthEast","F","Cashier","Yes",59,1,62481,1,1,2,1,"MARRIED",28641,1350,55,53.48,29595,4,1740,4,2,3,1300,0,1740,35020.25,"VERY HIGH"
"CU5720","CHANG","RUDOLPH","NY","NorthEast","M","Author","No",79,0,63999,1,1,1,1,"DIVORCED",0,0,25,53.07,551,1,2000,1,1,1,1100,0,2000,32399.75,"VERY HIGH"
"CU5721","MILO","OSBORN","CA","West","M","DBA","No",51,1,65341,1,1,0,1,"DIVORCED",69667,11126,6575,55,77013,3,0,5,0,9,500,0,2326,14935.25,"MEDIUM"
"CU5722","LATRINA","OWEN","MI","Midwest","F","Not specified","No",52,1,71359,1,1,2,1,"WIDOWED",0,20080,2156,58.97,26663,3,12000,6,2,4,1100,10,1900,36539.75,"VERY HIGH"
"CU5723","NAOMA","DARLING","MI","Midwest","F","Not specified","No",56,1,63132,1,1,2,1,"DIVORCED",63817,10150,4979,54.33,71943,3,4150,5,2,6,1300,3,1500,34883,"VERY HIGH"
"CU5724","DESHAWN","SHEA","CA","West","M","Author","No",65,1,65209,1,1,2,1,"DIVORCED",85192,9600,25,62.51,186613,4,2,7,0,0,1000,2,1500,36302.25,"VERY HIGH"
"CU5725","ILEANA","MIRANDA","CA","West","F","PROF-15","Yes",60,1,58957,1,1,2,1,"DIVORCED",0,3400,25,55.54,3060,4,3000,6,2,2,1300,2,850,34239.25,"VERY HIGH"
"CU5726","HWA","DYSON","CA","West","F","Waiter/Waitress","No",56,1,60912,3,1,2,4,"WIDOWED",36843,25000,5394,55.35,54082,3,5000,5,2,3,500,3,5000,31828,"VERY HIGH"
"CU5727","LONNY","TRACY","MI","Midwest","M","Author","No",57,1,67465,0,1,0,2,"SINGLE",0,8002,2836,53.22,5560,4,0,3,0,6,600,0,1751,18566.25,"MEDIUM"
"CU5728","ROSENDA","DONOVAN","IL","Midwest","F","Clerical","No",49,1,64544,1,1,1,1,"WIDOWED",66805,3500,25,54.95,78265,3,5000,5,1,1,2000,0,5000,24536,"HIGH"
"CU5729","LEONE","PETERSON","CA","West","F","Author","No",60,1,108607,2,1,0,2,"WIDOWED",31081,2600,25,56.45,35440,3,0,6,0,1,5000,0,10000,25151.75,"HIGH"
"CU5730","MARIETTE","PROCTOR","MI","Midwest","F","Author","No",58,1,64873,1,1,2,1,"MARRIED",0,2100,44,53.95,869,4,1240,4,2,1,500,0,1240,35518.25,"VERY HIGH"
"CU5731","MYRNA","BOYLES","CA","West","F","Cashier","No",61,1,60517,1,1,2,1,"DIVORCED",0,2401,2729,53.41,6948,11,2000,4,2,8,900,0,1,34729.25,"VERY HIGH"
"CU5732","ANGILA","ROCHE","NY","NorthEast","F","Bank Teller","No",38,1,58656,1,1,2,1,"DIVORCED",0,0,25,53.27,1746,5,3000,3,2,1,1500,0,3000,31964,"VERY HIGH"
"CU5733","RONNIE","SWITZER","MI","Midwest","M","Law Enforcement Officer","Yes",55,0,60488,0,1,2,2,"WIDOWED",0,20494,117,53.36,796,4,5000,3,2,5,3500,0,4494,41622,"VERY HIGH"
"CU5734","BYRON","GERBER","DC","NorthEast","M","Waiter/Waitress","Yes",56,1,61210,3,1,2,4,"OTHER",20221,4000,11402,53.98,32949,3,31554,5,2,3,800,3,31554,31902.5,"VERY HIGH"
"CU5245","ROYAL","TATE","NY","NorthEast","M","Nurse","No",46,1,66375,0,1,0,2,"SINGLE",2368,0,1159,53.37,8758,4,0,3,0,0,600,0,0,17193.75,"MEDIUM"
"CU5246","SAM","BRANCH","CA","West","M","Veterinarian","No",35,1,63304,1,1,1,1,"MARRIED",0,0,25,46.95,1036,1,800,2,1,1,600,3,800,22826,"HIGH"
"CU5247","JULIAN","BRADSHAW","MS","South","M","Truck Driver","No",43,0,59685,0,1,1,2,"DIVORCED",0,4961,451,53.36,1366,4,2500,3,1,2,800,2,1561,30221.25,"VERY HIGH"
"CU5249","SHERRELL","BURNS","CA","West","F","PROF-49","No",39,1,58016,1,1,1,4,"DIVORCED",807,16150,2715,53.02,5269,17,4500,2,1,3,900,3,3700,23404,"HIGH"
"CU5250","HOYT","JACQUES","NY","NorthEast","M","Veterinarian","Yes",42,0,59857,1,1,1,1,"MARRIED",0,1050,526,53.13,1297,12,1000,2,1,3,1000,0,300,27664.25,"HIGH"
"CU5251","BARNEY","BARNARD","NY","NorthEast","M","School Teacher","No",47,1,70917,1,1,1,1,"MARRIED",0,2735,11464,53.48,12083,18,1500,4,1,1,1000,2,585,25929.25,"HIGH"
"CU5252","GUS","STANTON","MS","South","M","Waiter/Waitress","No",23,0,61111,0,1,1,2,"SINGLE",0,0,25,53.09,509,0,650,1,1,0,900,3,650,28577.75,"HIGH"
