MARITAL_STATUS,STATE,CREDIT_BALANCE,CUSTOMER_TENURE,MORTGAGE_AMOUNT,BANK_FUNDS,NUM_DEPENDENTS,HAS_CHILDREN,INCOME,CUSTOMER_ID,GENDER,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOME_OWNERSHIP,NUM_ONLINE_TRANS,BUY_INSURANCE,MONTHLY_CHECKS,NUM_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,LTV,TOTAL_AUTOM_PAYMENTS,NUM_TRANS_TELLER,CHECKING_BALANCE,NUM_TRANS_ATM,LTV_BIN,FIRST_NAME,NUM_MORTGAGES,CAR_OWNERSHIP,LAST_NAME
SINGLE,CA,0,2,0,0,0,0,59091,CU7447,M,Construction Laborer,700,West,0,0,No,0,1,49,53.06,20672.75,0,0,25,0,MEDIUM,TRENTON,0,0,GILCHRIST
SINGLE,WI,0,3,0,350,3,0,68618,CU7448,M,Programmer/Developer,1000,Midwest,0,0,No,3,1,23,53.05,14954.5,1649,2,1495,2,MEDIUM,ISAAC,0,1,SNEED
WIDOWED,NY,0,4,8000,2201,3,1,63010,CU7449,M,IT Staff,4000,NorthEast,1,8000,No,0,1,53,53.06,22052.5,0,1,25,0,HIGH,TORY,1,1,SAPP
SINGLE,OR,0,3,337,600,3,1,66726,CU7450,M,Programmer/Developer,1000,West,1,337,Yes,7,1,24,53.84,19581.5,161,2,25,4,MEDIUM,CORDELL,1,1,MERCER
SINGLE,IL,0,3,250,450,3,1,64354,CU7451,M,Programmer/Developer,1000,Midwest,1,250,Yes,13,1,24,53.27,18988.5,306,2,25,3,MEDIUM,MAC,1,1,DUFFY
SINGLE,CA,0,3,250,0,3,1,68624,CU7453,M,Programmer/Developer,1000,West,1,250,No,0,1,25,53.06,20156,0,0,25,0,MEDIUM,ALEX,1,1,BONDS
SINGLE,MI,0,3,0,650,3,0,57368,CU7454,M,Programmer/Developer,1000,Midwest,0,0,Yes,1,1,26,53.11,12442,1325,2,1312,2,LOW,JEROME,0,1,CHRISTOPHER
SINGLE,MI,0,3,0,650,3,1,62359,CU7455,M,Programmer/Developer,1000,Midwest,0,0,No,16,1,25,52.99,8589.75,1321,2,892,2,LOW,ELISEO,0,1,FRYE
MARRIED,MN,0,4,6300,10300,3,1,57882,CU7215,F,Homemaker,5000,West,1,1800,No,7,2,36,53.41,19070.5,5114,4,25,4,MEDIUM,DARCIE,1,1,JUAREZ
SINGLE,NY,0,2,0,0,0,0,55930,CU7217,M,Nurse,1500,NorthEast,0,0,No,0,1,39,53.06,18882.5,520,0,25,0,MEDIUM,HIRAM,0,1,GLENN
DIVORCED,NY,0,4,2500,0,3,1,61348,CU7218,F,Truck Driver,1000,NorthEast,1,2500,No,9,1,49,53.24,21237,590,1,25,3,MEDIUM,JOANIE,1,1,PERKINS
MARRIED,NY,0,3,1500,0,3,0,60476,CU7219,M,First-line Manager,1500,NorthEast,1,1500,No,0,1,36,50.99,24219,506,1,25,2,HIGH,CHAD,1,1,ELLIOT
SINGLE,NY,0,2,0,800,0,1,63993,CU7220,M,Nurse,1500,NorthEast,0,0,No,4,8,33,53.03,15298.25,1407,3,25,2,MEDIUM,GINO,0,1,MABRY
MARRIED,UT,0,3,1000,0,3,0,57459,CU15930,M,Professor,1500,Southwest,1,1000,No,0,5,29,53.06,22764.75,0,0,25,0,HIGH,TIMOTHY,1,1,STANLEY
DIVORCED,UT,0,1,2000,0,1,0,74996,CU15931,M,Clerical,2500,Southwest,1,2000,No,1,5,32,53.31,30449,325,0,318,3,VERY HIGH,HECTOR,1,1,ZIMMER
SINGLE,UT,0,3,0,0,3,0,65713,CU15932,M,Clerical,2500,Southwest,0,0,No,1,5,33,53.18,15228.25,332,0,325,3,MEDIUM,ED,0,1,KRUSE
SINGLE,UT,0,1,0,0,1,0,77716,CU15933,M,PROF-53,2500,Southwest,0,0,No,2,5,52,53.15,23129,0,0,25,2,HIGH,JEWEL,0,0,WALLS
MARRIED,UT,0,3,1000,0,3,0,63385,CU15935,M,Programmer/Developer,1500,Southwest,1,1000,No,0,5,18,53.06,23146.25,0,0,25,0,HIGH,JORDON,1,1,MCCLAIN
SINGLE,UT,0,3,0,0,3,0,83769,CU15936,M,PROF-61,2500,Southwest,0,0,No,0,5,45,53.06,20942.25,0,0,25,0,MEDIUM,NORMAND,0,0,BROWNE
MARRIED,UT,0,3,1000,0,3,0,55483,CU15937,M,PROF-5,1500,Southwest,1,1000,No,0,5,26,53.06,21970.75,0,0,25,0,MEDIUM,MATHEW,1,1,HENDRICKS
DIVORCED,UT,0,5,3000,750,5,0,50814,CU15938,F,Programmer/Developer,2500,Southwest,1,250,No,4,5,28,52.89,18003.5,435,3,25,2,MEDIUM,MAGDA,1,1,LASSITER
SINGLE,UT,0,2,0,0,0,0,57325,CU15939,M,Construction Laborer,1500,Southwest,0,0,No,0,5,27,53.06,18031.25,0,0,25,0,MEDIUM,RANDALL,0,0,BLANCHARD
SINGLE,UT,0,3,0,0,3,0,59557,CU15940,M,PROF-11,1500,Southwest,0,0,No,0,5,27,53.06,13089.25,0,0,25,0,LOW,ANTWAN,0,0,BLOUNT
MARRIED,UT,0,2,1800,0,0,0,70487,CU15941,M,Bank Teller,2500,Southwest,1,1800,No,3,5,28,53.06,31421.75,0,0,25,0,VERY HIGH,AHMAD,1,1,MCFARLAND
SINGLE,UT,0,3,0,250,3,0,56486,CU15942,M,Programmer/Developer,1500,Southwest,0,0,No,0,5,22,53.06,11821.5,0,2,25,0,LOW,MOISES,0,0,GRIGGS
MARRIED,UT,0,1,700,0,1,0,75229,CU15943,F,PROF-26,2500,Southwest,1,700,No,12,5,21,53.01,29407.25,0,0,25,2,HIGH,YOLANDO,1,1,GONZALEZ
MARRIED,NY,17,3,700,0,3,1,61036,CU551,M,School Teacher,900,NorthEast,1,700,No,1,0,43,53.08,20059,558,0,25,1,MEDIUM,FIDEL,1,1,WOLFF
MARRIED,CA,0,1,700,0,1,0,61823,CU560,M,PROF-19,500,West,1,700,No,4,0,32,53.07,27155.75,542,0,25,1,HIGH,ULYSSES,1,1,SHIPLEY
OTHER,MI,0,1,23000,11500,1,0,60310,CU596,F,Law Enforcement Officer,1300,Midwest,1,5000,No,2,0,50,59.22,28577.5,1736,8,25,6,HIGH,MIRNA,1,1,KIMBROUGH
SINGLE,CA,0,2,0,0,0,0,59685,CU611,M,Lab Technician,900,West,0,0,No,0,0,28,53.06,18721.25,506,0,25,0,MEDIUM,RICO,0,1,MICHEL
DIVORCED,CA,0,4,2500,0,3,0,64344,CU619,M,Not specified,500,West,2,2500,No,0,0,35,53.06,35586,507,1,25,0,VERY HIGH,MODESTO,2,1,DELATORRE
MARRIED,CA,0,5,1500,0,5,1,57867,CU657,F,Accountant,900,West,1,1500,No,0,0,27,55.03,14666.75,516,1,25,5,MEDIUM,MAYME,1,1,SWIFT
WIDOWED,MI,97906,1,6600,10600,1,1,65087,CU665,F,Author,1500,Midwest,1,1000,No,3,0,71,56.31,26871.75,103736,2,25,6,HIGH,GENEVA,1,1,BAUM
DIVORCED,MN,37300,4,3000,8186,4,1,66727,CU673,F,School Teacher,1500,West,1,1886,No,15,0,59,55.02,21581.75,37911,1,25,5,MEDIUM,RUTH,1,1,BURNETT
MARRIED,CA,0,3,1400,2100,3,0,64457,CU682,M,Veterinarian,500,West,2,400,Yes,9,0,25,54.07,34114.25,740,1,25,5,VERY HIGH,ROSS,2,1,MATSON
SINGLE,MI,0,3,200,750,3,0,64307,CU15298,M,Programmer/Developer,1000,Midwest,1,200,No,18,3,25,53.03,24076.75,201,3,172,2,HIGH,ARMAND,1,1,MABRY
SINGLE,CA,1502,3,200,750,3,1,58617,CU15299,M,Programmer/Developer,1000,West,1,200,No,4,4,24,53.25,17554.25,4202,3,1721,3,MEDIUM,FLORENTINO,1,1,TATUM
DIVORCED,MI,0,3,2000,0,3,0,61873,CU15300,M,Publisher,1000,Midwest,1,2000,No,0,4,31,53.06,24068.25,0,1,25,0,HIGH,QUINTIN,1,1,JOYNER
SINGLE,CA,0,3,0,290,3,0,62579,CU15301,M,Programmer/Developer,1000,West,0,0,Yes,12,2,22,53.56,13344.75,239,2,25,4,LOW,RICHIE,0,1,TANG
SINGLE,CA,0,3,0,650,3,1,69862,CU15302,M,Programmer/Developer,1000,West,0,0,Yes,3,4,25,53.82,10465.5,224,2,25,4,LOW,WESTON,0,1,POLK
MARRIED,CA,0,3,1050,750,3,0,60843,CU15303,M,Programmer/Developer,1000,West,1,1050,No,5,4,27,53,23410.75,112,3,25,2,HIGH,ERIN,1,1,FRASER
MARRIED,CA,0,2,1500,900,2,0,57803,CU15304,M,Nurse,1000,West,1,300,No,3,2,54,53.39,26850.75,4555,3,4462,4,HIGH,CYRIL,1,1,BEYER
DIVORCED,NY,0,1,2151,2200,1,1,74853,CU15582,F,PROF-57,1500,NorthEast,1,400,Yes,4,4,43,54.17,26513.25,1281,1,255,5,HIGH,DEMETRA,1,1,SIMON
MARRIED,MI,0,1,900,450,1,0,62896,CU15584,M,Bank Teller,600,Midwest,1,900,No,11,3,41,53.55,28324,174,2,25,4,HIGH,BILLIE,1,1,CORBETT
MARRIED,MI,0,5,771,500,5,0,61490,CU15585,F,Bank Teller,1000,Midwest,1,771,Yes,6,4,21,53.74,19972.5,154,2,25,4,MEDIUM,DANIELLA,1,1,WHITLEY
MARRIED,NC,0,1,750,450,1,0,59256,CU15586,F,Truck Driver,1000,South,1,750,No,18,4,25,53.63,25814,381,2,25,4,HIGH,JAMES,1,1,MAURER
SINGLE,NC,0,3,246,0,3,0,66578,CU14967,M,PROF-41,1000,South,1,246,No,0,1,30,53.06,25144.5,0,0,25,0,HIGH,WILLIE,1,1,HUDDLESTON
SINGLE,NV,0,4,239,0,4,0,70281,CU14968,M,PROF-5,1000,Southwest,1,239,No,0,1,25,53.06,24070.25,0,0,25,0,HIGH,ART,1,1,KEATING
DIVORCED,IL,0,4,1994,1810,6,1,57146,CU14969,M,PROF-15,1500,Midwest,1,300,Yes,2,1,63,53.99,15586.5,984,1,25,5,MEDIUM,DALTON,1,1,FINNEY
MARRIED,CA,0,3,690,500,3,0,58945,CU14970,M,Programmer/Developer,1000,West,1,690,Yes,5,1,26,53.46,22836.25,227,2,25,4,HIGH,MOSES,1,1,PARISH
SINGLE,MI,0,3,250,250,3,0,59471,CU14971,M,Programmer/Developer,1000,Midwest,1,250,No,7,1,26,53.22,22967.75,4810,2,4735,3,HIGH,LAZARO,1,1,REGAN
WIDOWED,CA,0,5,6000,5010,5,1,81332,CU14972,M,PROF-56,5000,West,1,950,Yes,13,7,56,54.62,23433,1789,4,25,5,HIGH,NEIL,1,1,RAMOS
MARRIED,MI,0,3,1147,251,3,0,63837,CU14974,M,PROF-51,1000,Midwest,1,1147,No,12,3,24,53.09,23859.25,152,2,141,1,HIGH,JERAMY,1,1,STJOHN
SINGLE,WI,0,3,300,0,3,0,62427,CU14975,M,PROF-11,600,Midwest,1,300,No,0,1,35,53.06,24606.75,0,0,25,0,HIGH,CHRISTOPER,1,1,BAEZ
SINGLE,MI,0,3,146,0,3,0,63158,CU14976,M,PROF-27,600,Midwest,1,146,No,1,1,38,53.05,25089.5,0,0,25,2,HIGH,TRENTON,1,1,TRENT
DIVORCED,WI,0,1,2000,1600,1,0,68225,CU14977,F,Bank Teller,1500,Midwest,1,2000,Yes,10,1,31,53.16,28656.25,124,3,78,2,HIGH,ODELIA,1,1,OAKLEY
DIVORCED,DC,0,1,1900,1550,1,0,54946,CU14980,F,Medical Doctor,1500,NorthEast,1,500,Yes,3,1,36,53.43,25836.5,0,3,25,4,HIGH,LOU,1,1,PACE
MARRIED,IL,0,4,774,710,4,1,67578,CU14981,M,Cashier,600,Midwest,1,774,Yes,4,2,52,53.71,21094.5,416,3,25,4,MEDIUM,GINO,1,1,SOLIS
DIVORCED,NV,0,1,2500,2550,1,1,67075,CU14982,M,PROF-7,1500,Southwest,1,550,Yes,2,1,28,54.22,23068.75,707,1,148,5,HIGH,EARNEST,1,1,BURGESS
SINGLE,CA,0,1,250,0,1,0,70371,CU14983,M,Dentist,1000,West,1,250,No,3,1,29,53.07,28992.75,0,0,25,1,HIGH,DELBERT,1,1,LEVINE
MARRIED,NY,0,3,1000,450,3,0,66219,CU14984,M,PROF-18,1000,NorthEast,1,1000,Yes,9,2,20,53.18,24054.75,108,2,25,3,HIGH,NOEL,1,1,CREECH
SINGLE,MN,0,3,0,500,3,0,57150,CU12164,M,Programmer/Developer,1000,West,0,0,No,14,4,22,53.19,11987.5,0,2,25,3,LOW,ANDERSON,0,0,VANCE
SINGLE,MI,0,3,259,0,3,0,59402,CU12165,M,PROF-27,600,Midwest,1,259,No,0,4,50,53.07,25350.5,0,0,25,1,HIGH,DONNIE,1,1,BURRIS
MARRIED,CA,0,5,8000,0,5,1,49708,CU12166,M,PROF-8,5000,West,1,8000,No,1,4,36,53.17,13527,0,1,25,2,LOW,OTHA,1,1,DILLARD
DIVORCED,NY,0,3,2100,501,3,0,58645,CU12167,M,Professor,1500,NorthEast,1,2100,No,10,4,41,53.52,24261.25,0,2,69,4,HIGH,WALLY,1,1,CORBIN
SINGLE,CA,0,3,375,500,3,0,57992,CU12168,M,Professor,1000,West,1,375,No,4,4,19,53.58,21898,297,2,25,4,MEDIUM,DESMOND,1,1,FERRELL
MARRIED,NY,0,5,5000,0,5,1,59923,CU15421,F,IT Staff,3500,NorthEast,1,5000,No,0,4,33,53.06,15780.75,0,1,25,0,MEDIUM,VELVET,1,1,BRYSON
MARRIED,CA,0,1,800,830,1,0,64528,CU15422,M,Sales Representative,700,West,1,800,Yes,17,2,37,54.43,28332,458,3,25,5,HIGH,BRIAN,1,1,BAEZ
MARRIED,NY,994,3,796,400,3,1,69745,CU11622,M,PROF-23,1000,NorthEast,1,796,No,10,1,25,53.09,20436.25,1148,2,146,1,MEDIUM,EDDY,1,1,SAENZ
MARRIED,NY,198,1,5200,3750,1,0,77535,CU15191,M,Clerical,5000,NorthEast,1,5200,No,1,1,47,53.29,32583.75,1545,1,1340,3,VERY HIGH,SHERWOOD,1,1,STONE
DIVORCED,AL,0,1,2800,0,1,1,60587,CU15193,F,Bank Teller,1500,South,1,2800,No,0,1,43,56.09,22946.75,0,1,25,6,HIGH,ESTER,1,1,RUSSELL
SINGLE,NY,0,4,0,600,3,0,61689,CU15194,M,First-line Manager,600,NorthEast,0,0,No,13,1,34,53.19,14822.25,376,2,366,3,MEDIUM,JOSHUA,0,1,FERGUSON
MARRIED,NY,0,1,1500,1580,1,0,69388,CU15317,F,IT Staff,1000,NorthEast,1,300,Yes,5,4,40,54.19,29847,595,3,25,5,HIGH,SANDIE,1,1,QUIROZ
SINGLE,FL,0,3,0,0,3,0,57340,CU15319,M,Programmer/Developer,1000,South,0,0,No,0,4,23,53.06,12135,0,0,25,0,LOW,RICHIE,0,0,BLOCK
SINGLE,MI,0,3,300,500,3,0,71015,CU15320,M,Programmer/Developer,1000,Midwest,1,300,Yes,4,4,22,53.48,25453.75,133,2,25,4,HIGH,MOHAMMED,1,1,REEDER
SINGLE,CA,0,3,0,600,3,0,69936,CU15321,M,Programmer/Developer,1000,West,0,0,Yes,9,2,28,53.13,15784,0,2,25,2,MEDIUM,MARION,0,0,BINGHAM
DIVORCED,MI,8654,1,2800,11050,1,1,63798,CU15322,F,DBA,1000,Midwest,1,1700,No,9,6,46,53.78,24049.5,9182,4,35,4,HIGH,FAVIOLA,1,1,SALAZAR
DIVORCED,NY,0,1,2000,750,1,0,64019,CU15323,F,Publisher,1000,NorthEast,1,2000,Yes,7,4,29,53.83,27404.75,158,3,25,4,HIGH,SHERICE,1,1,BENJAMIN
SINGLE,OK,0,3,200,650,3,0,64016,CU15324,M,Programmer/Developer,1000,Midwest,1,200,Yes,10,4,29,53.27,24404,199,2,25,3,HIGH,FERDINAND,1,1,BENITEZ
SINGLE,NY,0,2,0,0,0,0,64793,CU15327,M,Nurse,1000,NorthEast,0,0,No,0,4,27,53.06,19898.25,0,0,25,0,MEDIUM,TERRANCE,0,0,LATHAM
MARRIED,NY,0,1,700,200,1,0,68319,CU15328,M,Plumber,700,NorthEast,1,700,No,1,4,51,53.07,30679.75,0,1,25,1,VERY HIGH,MARSHALL,1,1,TATE
DIVORCED,NC,0,5,2300,3450,5,1,61192,CU14492,F,Law Enforcement Officer,1500,South,1,650,No,4,1,42,53.03,16998,656,1,25,2,MEDIUM,KATHRYN,1,1,PETERSEN
SINGLE,NY,0,3,320,0,3,0,63302,CU14494,M,Programmer/Developer,1000,NorthEast,1,320,No,0,1,26,53.21,23925.5,0,1,25,3,HIGH,MICHEAL,1,1,LEAL
SINGLE,OK,0,3,250,250,3,0,61966,CU14495,M,Programmer/Developer,1000,Midwest,1,250,No,2,1,20,53.12,22991.5,1738,2,1713,2,HIGH,WILLIS,1,1,QUINONES
SINGLE,NY,0,3,0,250,3,0,66889,CU14496,M,Programmer/Developer,1000,NorthEast,0,0,Yes,8,1,22,53.1,14422.25,149,2,125,2,MEDIUM,ANTWAN,0,1,HECK
SINGLE,NY,0,1,0,500,1,0,62659,CU14497,M,Programmer/Developer,1000,NorthEast,0,0,Yes,0,1,29,53.25,17064.75,0,2,25,3,MEDIUM,TAYLOR,0,0,HEAD
MARRIED,NY,0,1,1200,0,1,0,63403,CU14498,M,Truck Driver,1500,NorthEast,1,1200,No,0,1,30,53.06,27350.75,0,0,25,0,HIGH,MIQUEL,1,1,CRANDALL
DIVORCED,CA,0,5,2000,5390,5,1,73082,CU14500,F,Clerical,1500,West,1,2000,Yes,2,1,30,59.09,18770.5,5311,4,25,6,MEDIUM,JINNY,1,1,DUARTE
DIVORCED,NY,0,1,3000,1950,1,1,55238,CU14501,M,PROF-24,1500,NorthEast,1,450,No,2,1,41,52.95,21409.5,390,1,220,2,MEDIUM,CONRAD,1,1,SPRINGER
MARRIED,MN,0,4,836,700,4,0,50198,CU11677,F,PROF-13,2500,West,1,836,Yes,3,4,46,53.09,21149.5,0,3,33,1,MEDIUM,JANIE,1,1,OWEN
DIVORCED,CA,0,5,3875,0,5,0,78546,CU11686,F,PROF-5,2500,West,1,3875,No,6,4,45,53.18,26636.5,0,1,25,3,HIGH,LAVERA,1,1,BALLARD
SINGLE,CA,0,3,0,250,3,0,70668,CU11695,M,Programmer/Developer,1500,West,0,0,No,2,4,20,53.18,15167,208,2,25,3,MEDIUM,THADDEUS,0,1,COATES
MARRIED,NY,0,5,1800,0,5,0,66534,CU11703,F,Fireman,1000,NorthEast,1,1800,No,4,4,48,53.02,23933.5,2481,1,2473,2,HIGH,MELBA,1,1,BAKER
SINGLE,NY,0,3,250,500,3,0,68394,CU11727,M,Programmer/Developer,1000,NorthEast,1,250,No,7,1,19,53.08,24498.5,472,2,50,1,HIGH,VALENTINE,1,1,YEAGER
MARRIED,DC,0,3,800,0,3,1,58442,CU11736,M,First-line Manager,1000,NorthEast,1,800,No,4,1,29,48.97,18010.5,0,1,25,2,MEDIUM,WALTON,1,1,FLOWERS
SINGLE,CA,0,3,624,0,3,1,59012,CU11745,M,PROF-4,1000,West,1,624,No,1,3,29,53.16,18153,0,1,25,2,MEDIUM,ORVILLE,1,1,ADLER
DIVORCED,OR,0,1,2000,0,1,1,73690,CU11753,F,First-line Manager,1500,West,1,2000,No,0,1,28,53.39,24722.5,0,1,25,4,HIGH,SOO,1,1,ANDERSEN
SINGLE,NV,0,3,0,500,3,0,70211,CU11761,M,Programmer/Developer,1000,Southwest,0,0,No,2,2,26,53.01,15652.75,245,2,240,2,MEDIUM,FERNANDO,0,1,DOBBS
MARRIED,NY,40552,4,5000,4700,6,1,54254,CU11796,F,IT Staff,3500,NorthEast,1,5000,No,12,4,34,54.86,11963.5,40562,1,25,5,LOW,BURMA,1,1,PRATER
SINGLE,MI,0,3,0,750,3,1,59864,CU9379,M,Programmer/Developer,1500,Midwest,0,0,No,17,1,22,53.41,7666,5087,3,4831,4,LOW,BRETT,0,1,DELACRUZ
MARRIED,CA,0,3,1200,0,3,0,76965,CU9387,M,Technical Writer,1500,West,1,1200,No,0,1,32,53.06,27941.25,0,1,25,0,HIGH,DESHAWN,1,1,CARTER
MARRIED,CA,0,1,1010,1600,1,0,62958,CU9417,F,PROF-1,700,West,1,300,No,9,1,48,53.91,29039.5,2830,2,25,4,HIGH,TATIANA,1,1,MOSES
SINGLE,NV,0,3,250,650,3,0,59780,CU9426,M,Programmer/Developer,1000,Southwest,1,250,Yes,12,2,24,53.07,22845,0,2,25,1,HIGH,ORLANDO,1,1,NICHOLAS
SINGLE,NV,0,3,0,500,3,0,58174,CU14723,M,Programmer/Developer,1000,Southwest,0,0,Yes,5,1,19,53.29,11943.5,199,2,25,3,LOW,CASEY,0,1,MAY
DIVORCED,NY,0,3,2900,2300,3,1,63983,CU14724,M,PROF-45,1500,NorthEast,1,450,Yes,3,1,27,53.36,19195.75,871,1,164,3,MEDIUM,MALCOLM,1,1,CUELLAR
SINGLE,CA,0,3,0,0,3,0,57200,CU14725,M,Programmer/Developer,1000,West,0,0,No,1,1,25,53.05,12300,0,1,25,2,LOW,MAXIMO,0,0,HARRIS
MARRIED,NY,0,1,700,0,1,0,62090,CU14727,M,PROF-1,600,NorthEast,1,700,No,4,1,52,53.08,29222.5,227,1,148,1,HIGH,CARMEN,1,1,REECE
DIVORCED,MI,1467,1,3000,901,1,1,71975,CU14729,M,PROF-10,1500,Midwest,1,3000,No,0,2,33,54.13,24793.75,15662,3,14182,5,HIGH,JAN,1,1,GILMORE
SINGLE,WA,0,3,0,0,3,0,62260,CU14730,M,Programmer/Developer,1000,West,0,0,No,1,1,23,53.22,13365,0,1,25,3,LOW,DEANDRE,0,0,BERRY
SINGLE,CA,0,3,600,550,3,0,64308,CU14732,M,PROF-4,1000,West,1,600,No,4,1,25,53.47,24077,779,2,768,4,HIGH,AUGUST,1,1,ULRICH
MARRIED,NV,0,3,1500,2500,3,0,57045,CU14733,M,Not specified,1500,Southwest,1,1500,No,14,1,27,53.94,22461.25,6840,1,3811,4,HIGH,LAWRENCE,1,1,CAMERON
SINGLE,CA,0,3,0,500,3,1,57248,CU14735,M,Programmer/Developer,1000,West,0,0,No,10,1,19,53.11,6712,248,2,237,2,LOW,JESUS,0,1,JOHN
MARRIED,DC,0,1,1250,1320,1,0,56344,CU13937,F,Cashier,1500,NorthEast,1,250,Yes,4,1,39,54.84,26486,734,3,25,5,HIGH,JESSE,1,1,NOEL
DIVORCED,FL,0,1,3500,0,1,1,63803,CU14374,M,Homemaker,2000,South,1,3500,No,2,1,47,52.42,24150.75,0,1,25,2,HIGH,LENARD,1,1,DIGGS
MARRIED,NY,0,3,1200,750,3,0,64333,CU13772,M,Programmer/Developer,1500,NorthEast,1,1200,No,11,1,20,53.08,23583.25,0,3,25,1,HIGH,GIOVANNI,1,1,NORMAN
SINGLE,WI,0,3,140,0,3,0,66106,CU13775,M,Administrative Assistant,1000,Midwest,1,140,No,1,1,21,53.08,24126.5,0,0,25,1,HIGH,PRINCE,1,1,KYLE
SINGLE,CA,0,3,0,250,3,1,58046,CU13776,M,Programmer/Developer,1000,West,0,0,No,3,2,21,53.07,7111.5,832,2,25,1,LOW,OSVALDO,0,1,COLBERT
MARRIED,MI,0,1,1250,500,1,0,69783,CU13777,M,Truck Driver,1500,Midwest,1,1250,No,4,9,25,53.58,28445.75,117,2,79,4,HIGH,TYRELL,1,1,KNUTSON
MARRIED,NY,0,3,1500,1100,3,1,66558,CU10726,M,Waiter/Waitress,1500,NorthEast,1,1500,No,4,1,22,53.13,19339.5,424,3,403,2,MEDIUM,EMILE,1,1,HIRSCH
MARRIED,NY,0,1,700,600,1,0,64581,CU10728,M,Childcare Worker,600,NorthEast,1,700,Yes,6,1,32,53.22,27845.25,0,1,66,3,HIGH,REID,1,1,PRADO
DIVORCED,NY,0,3,3000,2350,3,0,56441,CU10729,M,PROF-36,1500,NorthEast,1,450,No,3,1,22,53.18,21810.25,0,1,25,3,MEDIUM,ALONZO,1,1,MCKINLEY
MARRIED,CA,0,3,1200,250,3,1,74578,CU10732,M,Cashier,1500,West,1,1200,No,2,3,48,53.52,23944.5,3846,2,1965,4,HIGH,SAMMY,1,1,YOUNG
MARRIED,NY,0,4,1350,0,4,0,64328,CU10733,M,PROF-40,1500,NorthEast,1,1350,No,0,1,25,53.06,22582,0,0,25,0,HIGH,FRANKIE,1,1,AARON
SINGLE,NY,0,3,0,0,3,0,60808,CU10734,M,First-line Manager,600,NorthEast,0,0,No,0,1,34,53.06,14102,0,0,25,0,MEDIUM,ELI,0,0,COYLE
SINGLE,MN,0,3,550,0,3,1,64078,CU14823,M,Waiter/Waitress,1000,West,1,550,No,6,1,23,46.11,18819.5,537,1,25,2,MEDIUM,MARK,1,1,ADDISON
MARRIED,CA,0,3,1000,850,3,0,65283,CU11728,M,Plumber,1000,West,1,1000,Yes,4,1,36,53.08,25420.75,0,3,28,1,HIGH,DENNIS,1,1,LE
MARRIED,DC,0,1,1122,200,1,0,59249,CU11729,M,Cashier,1000,NorthEast,1,1122,No,0,1,38,53.06,27112.25,0,1,25,0,HIGH,DWAIN,1,1,BEAN
MARRIED,FL,0,2,1600,0,2,1,63729,CU7476,F,Administrative Assistant,1000,South,1,1600,No,1,1,58,53.08,23732.25,114,0,25,1,HIGH,KIARA,1,1,DANIEL
MARRIED,NY,0,1,700,0,1,0,57158,CU7477,M,PROF-13,1000,NorthEast,1,700,No,6,1,24,53.05,25189.5,0,1,25,2,HIGH,RUBEN,1,1,KOCH
SINGLE,WI,0,3,0,0,3,0,60749,CU7478,M,Programmer/Developer,1000,Midwest,0,0,No,0,1,25,53.06,13187.25,0,0,25,0,LOW,FRED,0,0,RIDDLE
SINGLE,MI,0,3,0,510,3,0,64835,CU7479,M,Programmer/Developer,1000,Midwest,0,0,No,1,2,24,53.74,14108.75,457,2,25,4,MEDIUM,RUBEN,0,1,DOE
SINGLE,NY,0,3,0,250,3,0,58079,CU7481,M,Programmer/Developer,1000,NorthEast,0,0,No,14,1,23,53.4,12319.75,8082,2,7544,4,LOW,ERIN,0,1,BLACKMAN
SINGLE,MI,0,3,240,700,3,0,58522,CU7482,M,Programmer/Developer,1000,Midwest,1,240,Yes,1,1,28,53.17,22930.5,223,3,25,2,HIGH,MARSHALL,1,1,ROBERTSON
SINGLE,CA,0,3,230,0,3,0,61194,CU7483,M,Programmer/Developer,1000,West,1,230,No,0,1,27,53.06,23498.5,0,1,25,0,HIGH,SILAS,1,1,WALTERS
DIVORCED,CA,0,1,2000,2200,1,1,69936,CU7484,F,DBA,1000,West,1,2000,No,4,1,29,54,23884,344,1,327,5,HIGH,KESHIA,1,1,SPIVEY
SINGLE,MI,0,3,0,0,3,1,64857,CU7485,M,Programmer/Developer,1000,Midwest,0,0,No,1,1,22,57.34,8914.25,0,1,25,6,LOW,DEON,0,0,CONRAD
MARRIED,NY,0,1,1000,1650,1,1,61494,CU7486,M,Not specified,700,NorthEast,1,300,Yes,3,1,45,53.73,23373.5,641,1,230,4,HIGH,KENT,1,1,LEE
MARRIED,NY,0,1,1500,0,1,1,71832,CU7487,F,PROF-16,1000,NorthEast,1,1500,No,2,1,38,53.22,25258,1266,1,1256,3,HIGH,JULIET,1,1,RUDOLPH
DIVORCED,CA,0,5,2000,2300,5,1,70398,CU7489,F,Not specified,1000,West,1,400,No,14,8,45,54.12,19599.5,11759,1,4679,5,MEDIUM,EDYTHE,1,1,TOMLINSON
SINGLE,MI,0,3,0,0,3,0,59321,CU7490,M,Programmer/Developer,1000,Midwest,0,0,No,0,1,23,53.06,12630.25,0,0,25,0,LOW,HARLEY,0,0,SHERIDAN
