"CUSTOMER_ID","LAST","FIRST","STATE","REGION","SEX","PROFESSION","BUY_INSURANCE","AGE","HAS_CHILDREN","SALARY","N_OF_DEPENDENTS","CAR_OWNERSHIP","HOUSE_OWNERSHIP","TIME_AS_CUSTOMER","MARITAL_STATUS","CREDIT_BALANCE","BANK_FUNDS","CHECKING_AMOUNT","MONEY_MONTLY_OVERDRAWN","T_AMOUNT_AUTOM_PAYMENTS","MONTHLY_CHECKS_WRITTEN","MORTGAGE_AMOUNT","N_TRANS_ATM","N_MORTGAGES","N_TRANS_TELLER","CREDIT_CARD_LIMITS","N_TRANS_KIOSK","N_TRANS_WEB_BANK","LTV","LTV_BIN"
"CU3003","TEDDY","GAY","NY","NorthEast","M","Programmer/Developer","No",21,1,63061,3,1,1,3,"MARRIED",0,301,25,53.18,588,2,1500,3,1,2,500,4,1500,18365.25,"MEDIUM"
"CU3421","WILBURN","SPAULDING","OR","West","M","Veterinarian","No",40,1,62277,1,1,2,4,"MARRIED",5554,1300,3596,53.3,11016,13,731,3,2,2,600,2,731,34569.25,"VERY HIGH"
"CU13562","MATT","PERRY","NY","NorthEast","M","Mason","No",28,0,60726,3,1,1,3,"SINGLE",0,0,1001,53.18,1016,4,530,3,1,1,1000,1,530,23481.5,"HIGH"
"CU8726","DREW","VANCE","NY","NorthEast","M","Programmer/Developer","No",27,1,61628,3,1,0,3,"SINGLE",0,650,270,53.05,283,17,0,2,0,2,1000,3,0,8607,"LOW"
"CU15798","BERT","VELAZQUEZ","UT","Southwest","M","PROF-17","No",17,0,60866,3,1,1,3,"SINGLE",0,0,25,53.06,0,2,176,0,1,0,1500,5,176,22416.5,"HIGH"
"CU2880","DOTTY","RITCHIE","MI","Midwest","F","PROF-52","No",43,1,69326,1,1,2,4,"DIVORCED",0,3900,735,54.78,1793,2,2100,5,2,2,900,2,800,36631.5,"VERY HIGH"
"CU14514","AMBROSE","ROPER","NY","NorthEast","M","PROF-12","No",64,1,62566,3,1,1,3,"MARRIED",0,0,25,53.5,0,0,774,4,1,1,600,1,774,22541.5,"HIGH"
"CU3040","JACOB","WILEY","NV","Southwest","M","Sales Representative","No",50,1,60674,0,1,0,2,"SINGLE",63310,0,25,56.01,63932,4,0,6,0,1,700,2,0,16168.5,"MEDIUM"
"CU6286","LUCIEN","GIFFORD","DC","NorthEast","M","Secretary","No",49,1,81059,1,1,1,1,"DIVORCED",0,9200,1946,53.52,2461,4,3100,4,1,4,2000,0,1500,28664.75,"HIGH"
"CU9024","JESSE","MORELAND","NY","NorthEast","M","Programmer/Developer","No",26,1,66248,3,1,1,3,"DIVORCED",0,4150,7805,53.41,8599,4,3000,4,1,1,1500,7,1500,19662,"MEDIUM"
"CU12515","CEDRIC","LILES","NY","NorthEast","M","Dentist","No",23,0,59015,3,1,1,3,"MARRIED",0,0,45,53.08,0,3,837,1,1,1,1000,1,837,22553.75,"HIGH"
"CU14140","VERN","BARRERA","NY","NorthEast","M","Nurse","No",36,0,59948,1,1,1,1,"SINGLE",0,0,25,53.12,101,1,259,2,1,0,700,1,259,27087,"HIGH"
"CU1516","JOESPH","POOLE","CA","West","M","Sales Representative","No",0,0,66523,0,1,0,2,"SINGLE",0,0,25,53.08,760,1,0,1,0,0,900,0,0,0,"LOW"
"CU6927","DESHAWN","PEREIRA","NY","NorthEast","M","Nurse","No",34,0,76159,0,1,0,2,"SINGLE",0,0,25,53.06,502,0,0,0,0,0,1500,1,0,23439.75,"HIGH"
"CU4758","DOMINGO","TANNER","MN","West","M","PROF-14","No",46,0,63778,1,1,1,4,"DIVORCED",8237,4050,2643,53.52,14589,15,2500,4,1,1,500,3,750,30544.5,"VERY HIGH"
"CU13357","FAUSTINO","ALLISON","NV","Southwest","M","PROF-24","No",0,0,72725,0,1,0,2,"SINGLE",0,0,25,53.07,517,1,0,1,0,0,1300,1,0,0,"LOW"
"CU14304","THEODORE","GALLEGOS","NY","NorthEast","M","Programmer/Developer","No",22,0,75233,3,0,0,3,"SINGLE",0,500,25,52.95,0,16,0,2,0,2,1500,1,0,16508.25,"MEDIUM"
"CU8617","JESS","CURRAN","DC","NorthEast","M","Cashier","No",46,1,63760,1,1,2,1,"MARRIED",0,0,25,52.77,0,0,5000,2,2,1,800,1,5000,34040,"VERY HIGH"
"CU10339","STEPHENIE","FOLEY","FL","South","F","PROF-23","No",44,0,64128,1,1,1,1,"MARRIED",0,3850,4918,53.49,4939,13,1800,4,1,4,800,1,650,28932,"HIGH"
"CU3799","HOMER","KIRKLAND","MN","West","M","DBA","No",33,1,59435,1,1,1,1,"DIVORCED",3714,3950,1160,53.13,5424,2,2430,2,1,1,1500,10,700,21658.75,"MEDIUM"
"CU11886","ULYSSES","DOUGHERTY","NY","NorthEast","M","Nurse","No",22,0,60646,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,400,0,1,0,1000,4,400,22861.5,"HIGH"
"CU3935","DAHLIA","KILGORE","CA","West","F","PROF-16","No",44,0,68955,5,1,1,5,"MARRIED",0,1001,2102,53.01,2948,2,1200,2,1,1,1100,1,1,24138.75,"HIGH"
"CU5700","SAMMIE","DICK","NY","NorthEast","M","Administrative Assistant","No",71,1,65713,0,1,0,2,"SINGLE",0,720,925,53.58,6591,4,0,4,0,3,800,0,0,19528.25,"MEDIUM"
"CU5110","ARLIE","LEHMAN","MI","Midwest","M","PROF-65","No",28,1,60352,3,1,1,3,"DIVORCED",0,2728,5000,53.6,6902,4,3000,4,1,1,1300,0,614,18388,"MEDIUM"
"CU3646","MCKINLEY","GILMORE","FL","South","M","Not specified","No",0,0,62688,0,1,0,2,"SINGLE",0,0,25,53.06,504,0,0,0,0,1,1000,3,0,0,"LOW"
"CU14011","JAVIER","BUCKNER","DC","NorthEast","M","Cashier","No",45,0,79336,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,7000,0,1,1,5000,1,7000,32834,"VERY HIGH"
"CU1091","APRYL","DODGE","NY","NorthEast","F","Administrative Assistant","No",65,1,59819,5,1,1,5,"DIVORCED",111088,5501,25,56.37,112822,0,3081,6,1,2,1700,0,1201,18954.75,"MEDIUM"
"CU4843","CECIL","STONE","NV","Southwest","M","Not specified","No",29,1,70435,3,1,1,3,"MARRIED",0,0,25,53.06,507,0,1200,0,1,1,900,3,1200,21008.75,"MEDIUM"
"CU15839","HARLAN","SILVER","NY","NorthEast","M","Professor","No",22,0,56929,3,0,0,3,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,1500,4,0,11932.25,"LOW"
"CU13956","NEIL","CLEMENTS","NY","NorthEast","M","PROF-1","No",28,0,74323,1,1,1,1,"MARRIED",0,500,25,53.42,2591,13,1400,4,1,2,1500,1,1400,29880.75,"HIGH"
"CU4147","FLETCHER","DIETZ","WI","Midwest","M","Waiter/Waitress","No",23,0,61649,0,1,0,2,"SINGLE",0,0,25,53.06,506,0,0,0,0,0,900,3,0,18712.25,"MEDIUM"
"CU15889","EVERETTE","JENNINGS","UT","Southwest","M","First-line Manager","No",36,0,76984,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,1000,0,1,0,2500,5,1000,31346,"VERY HIGH"
"CU11850","EDGAR","WHEELER","OR","West","M","Programmer/Developer","No",28,0,59517,3,1,1,3,"SINGLE",0,650,69,53.28,100,13,400,3,1,2,1000,2,400,23179.25,"HIGH"
"CU15161","TYRELL","PARHAM","CA","West","M","Programmer/Developer","No",22,0,71233,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,250,0,1,1,1000,1,250,25508.25,"HIGH"
"CU10784","MIKEL","CRANE","CA","West","M","Cashier","No",49,1,66675,1,1,1,1,"MARRIED",0,3025,2774,54.32,2858,3,1500,5,1,1,800,1,675,25068.75,"HIGH"
"CU1829","NATHANIEL","DONAHUE","DC","NorthEast","M","Cashier","No",49,1,65943,3,1,1,3,"DIVORCED",0,5500,25,53.11,966,1,2800,2,1,4,1500,2,2800,21885.75,"MEDIUM"
"CU9313","GENEVA","LI","MI","Midwest","F","PROF-34","No",28,0,60373,1,1,1,1,"DIVORCED",0,0,25,53.07,508,0,2339,1,1,1,1500,1,2339,26393.25,"HIGH"
"CU13795","ABRAM","ESTRADA","NY","NorthEast","M","Fireman","No",28,0,67990,1,1,1,1,"MARRIED",0,850,458,53.1,479,3,1100,2,1,3,1000,1,1100,28297.5,"HIGH"
"CU4985","JOANNA","BYRNE","NY","NorthEast","F","Professor","No",46,1,63970,1,1,1,1,"DIVORCED",0,3500,1436,54.02,2870,2,2600,5,1,2,800,6,1500,24092.5,"HIGH"
"CU5643","WARNER","DICKSON","CA","West","M","PROF-15","No",61,1,62462,6,1,1,4,"DIVORCED",0,700,4556,53.54,5807,2,2000,4,1,4,1000,3,2000,16715.5,"MEDIUM"
"CU12982","AARON","PARROTT","DC","NorthEast","M","School Teacher","No",37,0,85570,3,1,0,3,"SINGLE",0,0,25,54.7,704,4,0,5,0,0,2500,1,0,20592.5,"MEDIUM"
"CU7187","MILLARD","DICKENS","CA","West","M","Nurse","No",27,0,58036,0,1,0,2,"SINGLE",0,0,25,53.06,506,0,0,0,0,0,1500,1,0,18209,"MEDIUM"
"CU2245","COLUMBUS","BROOKS","NY","NorthEast","M","Programmer/Developer","No",25,1,59099,3,1,1,3,"DIVORCED",0,0,43,53.25,3241,8,3000,3,1,1,900,2,3000,17774.75,"MEDIUM"
"CU4140","LAWRENCE","GUNTER","MI","Midwest","M","PROF-39","No",34,1,61815,3,1,0,3,"SINGLE",0,2053,1955,53.08,2470,2,0,1,0,3,700,3,553,9353.75,"LOW"
"CU14470","DANIKA","DOTY","MI","Midwest","F","Lab Technician","No",50,1,55493,1,1,1,1,"MARRIED",0,0,25,53.61,281,4,1200,4,1,1,1500,1,1200,22373.25,"HIGH"
"CU12070","ELMER","VICK","MI","Midwest","M","PROF-26","No",23,1,64527,3,1,1,3,"SINGLE",0,500,71,53.07,117,4,300,1,1,2,1000,4,300,18931.75,"MEDIUM"
"CU7079","DARRICK","SANDERSON","MO","Midwest","M","Nurse","No",46,0,66946,0,1,0,2,"SINGLE",0,0,25,53.11,505,0,0,2,0,1,500,1,0,22336.5,"HIGH"
"CU2235","WILLIS","TIDWELL","NY","NorthEast","M","PROF-36","No",25,1,63842,0,1,0,2,"SINGLE",0,0,25,53.06,506,0,0,0,0,0,1000,2,0,14460.5,"MEDIUM"
"CU6469","DESHAWN","DOW","CA","West","M","Construction Laborer","No",25,0,66360,0,1,0,2,"SINGLE",0,0,25,53.07,133,2,0,1,0,0,900,1,0,20090,"MEDIUM"
"CU6293","FRANCIS","BRITTON","IL","Midwest","M","PROF-20","No",34,0,60570,0,1,0,2,"SINGLE",0,0,25,53.06,506,0,0,0,0,0,900,0,0,19542.5,"MEDIUM"
"CU7028","DORTHA","OJEDA","NY","NorthEast","F","Veterinarian","No",25,1,62519,5,1,1,5,"DIVORCED",0,3400,10615,54.09,11129,2,2000,5,1,6,900,1,1000,15629.75,"MEDIUM"
"CU5248","MILES","MCKINNON","CA","West","M","IT Staff","No",0,0,64483,0,1,0,2,"SINGLE",0,0,25,53.06,509,0,0,0,0,0,900,3,0,0,"LOW"
"CU4143","RIKKI","FOWLER","NY","NorthEast","F","Administrator","No",64,1,59768,1,1,1,1,"WIDOWED",4447,24700,7130,53.52,14333,4,6750,4,1,1,900,1,4700,24842,"HIGH"
"CU998","TESSIE","COATES","CO","West","F","Clerical","No",49,1,71464,3,1,1,4,"DIVORCED",0,0,1427,53.42,2424,4,2500,4,1,0,1500,0,2500,23766,"HIGH"
"CU8169","ALVARO","ADAMS","NY","NorthEast","M","Publisher","No",49,0,74091,1,1,1,1,"MARRIED",0,1400,882,53.09,1362,4,1600,1,1,3,1500,1,300,31922.75,"VERY HIGH"
"CU4344","OLIVE","BEARDEN","NY","NorthEast","F","DBA","No",49,1,70326,1,1,1,1,"WIDOWED",0,0,124,54.07,662,3,5000,5,1,5,3000,3,5000,25981.5,"HIGH"
"CU13503","EMILE","FRANKS","NY","NorthEast","M","Programmer/Developer","No",29,1,70926,3,1,0,3,"SINGLE",1025,750,127,53,1850,4,0,2,0,3,1000,1,0,11131.5,"LOW"
"CU15886","ELISABETH","MERCHANT","UT","Southwest","F","Technical Writer","No",37,0,57767,1,1,1,1,"MARRIED",0,250,25,52.94,0,4,1100,2,1,2,2500,5,1100,26641.75,"HIGH"
"CU289","WINDY","CABRERA","WA","West","F","IT Staff","No",0,1,57340,1,1,1,1,"DIVORCED",0,2250,13398,53.98,17441,2,2500,5,1,1,1500,0,750,0,"LOW"
"CU11683","DANIAL","ZIEGLER","NY","NorthEast","M","Programmer/Developer","No",19,0,60150,3,1,0,3,"SINGLE",0,250,95,53.17,114,13,0,2,0,2,1500,4,0,12437.5,"LOW"
"CU6523","MILO","PAGE","MI","Midwest","M","School Teacher","No",47,1,73935,3,1,1,3,"MARRIED",0,2150,1155,53.4,2098,18,1800,4,1,1,1500,1,350,23683.75,"HIGH"
"CU5246","SAM","BRANCH","CA","West","M","Veterinarian","No",35,1,63304,1,1,1,1,"MARRIED",0,0,25,46.95,1036,1,800,2,1,1,600,3,800,22826,"HIGH"
"CU14806","SONNY","ARTHUR","MI","Midwest","M","Author","No",66,0,68004,3,1,1,3,"MARRIED",0,500,25,53.23,923,6,700,3,1,2,700,1,700,29101,"HIGH"
"CU5442","VITO","SLADE","CA","West","M","PROF-33","No",33,0,58297,2,1,1,2,"MARRIED",0,0,25,53.06,522,0,1600,0,1,0,900,0,1600,24874.25,"HIGH"
"CU9544","KERRIE","RIDER","MO","Midwest","F","Programmer/Developer","No",29,0,74398,5,1,0,5,"SINGLE",0,700,25,53.24,3819,11,0,3,0,3,1500,1,0,13999.5,"LOW"
"CU12451","CHAS","LUCAS","NV","Southwest","M","Nurse","No",29,0,61262,2,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,1000,1,0,15215.5,"MEDIUM"
"CU14068","DUSTY","MITCHELL","CA","West","M","PROF-4","No",24,0,70937,3,1,1,3,"SINGLE",0,0,25,53.04,0,2,396,2,1,0,1000,1,396,25634.25,"HIGH"
"CU2620","STEPHEN","QUEEN","MI","Midwest","F","Technical Writer","No",49,0,67163,1,1,1,1,"MARRIED",0,1501,181,53.08,1113,4,1590,1,1,3,1500,2,1590,30190.75,"VERY HIGH"
"CU10813","ELLYN","DREW","MI","Midwest","F","First-line Manager","No",26,0,59688,5,1,1,5,"MARRIED",0,696,25,53.82,159,14,1160,4,1,3,1500,1,1160,20022,"MEDIUM"
"CU15198","ASHLIE","MCALLISTER","CA","West","F","Waiter/Waitress","No",33,1,69813,4,1,2,4,"MARRIED",0,1750,2642,53.34,3954,3,1000,3,2,3,900,1,1000,29753.25,"HIGH"
"CU2713","AURELIA","BLAND","CA","West","F","Not specified","No",44,1,45774,0,1,1,2,"MARRIED",11779,14800,643,52.86,13495,2,5000,2,1,2,3500,4,3600,21843.5,"MEDIUM"
"CU1134","ALLIE","PRYOR","NY","NorthEast","F","PROF-13","No",32,1,62359,1,1,1,4,"DIVORCED",0,3900,5456,53.14,5975,2,3000,2,1,1,900,0,1700,23789.75,"HIGH"
"CU13508","TRUMAN","PRADO","NY","NorthEast","M","Programmer/Developer","No",32,0,61102,0,0,0,2,"SINGLE",0,0,25,53.07,0,1,0,1,0,0,700,1,0,19475.5,"MEDIUM"
"CU6769","WAYNE","ACKER","IL","Midwest","M","Fireman","No",54,0,66090,3,1,1,3,"SINGLE",0,0,25,53.06,506,0,500,0,1,0,600,1,500,27422.5,"HIGH"
"CU7416","CARL","DARBY","CA","West","F","DBA","No",47,0,65412,1,1,1,1,"DIVORCED",0,0,25,53.06,0,0,3680,0,1,2,1000,1,3680,29553,"HIGH"
"CU2604","MADGE","HILLS","NY","NorthEast","F","Lab Technician","No",26,0,58200,3,1,1,4,"MARRIED",0,0,25,53.1,0,3,700,2,1,0,900,2,700,23150,"HIGH"
"CU5065","MICAH","CORBIN","NY","NorthEast","M","School Teacher","No",52,1,84910,5,1,1,5,"DIVORCED",0,0,25,53.49,629,6,4200,4,1,1,3500,0,4200,23927.5,"HIGH"
"CU2313","MORA","PIERCE","NY","NorthEast","F","IT Staff","No",46,1,66930,3,1,1,4,"OTHER",0,13000,3860,55.69,4375,2,20000,6,1,6,900,3,20000,22332.5,"HIGH"
"CU14770","WILMER","REAGAN","NY","NorthEast","M","First-line Manager","No",25,0,73401,1,1,1,1,"MARRIED",0,250,25,53.35,245,1,1500,3,1,2,1500,3,1500,29350.25,"HIGH"
"CU13889","VINITA","WERNER","OR","West","F","Clerical","No",43,0,88816,1,1,1,1,"MARRIED",0,0,25,53.06,0,0,5000,0,1,0,3500,1,5000,35004,"VERY HIGH"
"CU9437","BARRETT","JORDAN","CA","West","M","PROF-13","No",46,1,68105,1,1,1,1,"MARRIED",0,0,25,53.07,0,0,1458,1,1,0,700,1,1458,25126.25,"HIGH"
"CU3433","MARY","GARY","WA","West","M","Professor","No",31,0,69545,0,1,1,2,"MARRIED",0,0,25,53.06,506,0,890,0,1,1,1000,2,890,31486.25,"VERY HIGH"
"CU1901","KARINA","FLANAGAN","MI","Midwest","F","PROF-62","No",0,1,87333,6,1,1,4,"DIVORCED",0,3900,221,53.24,989,12,4000,3,1,1,4000,1,4000,0,"LOW"
"CU4549","MARTINA","PEACHEY","MI","Midwest","F","PROF-65","No",42,1,56452,1,1,1,1,"MARRIED",0,0,25,53.38,506,0,5000,3,1,1,3000,3,5000,21813,"MEDIUM"
"CU9143","STEPHEN","NUGENT","NC","South","M","Dentist","No",21,0,59245,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,650,0,1,0,1000,1,650,22411.25,"HIGH"
"CU14215","SAM","BOUCHARD","NY","NorthEast","M","Sales Representative","No",37,0,64916,0,1,0,2,"SINGLE",0,0,25,53.04,314,0,0,2,0,0,600,1,0,20929,"MEDIUM"
"CU13111","ELBERT","DOTY","NY","NorthEast","M","Construction Laborer","No",47,0,61935,0,0,0,2,"SINGLE",0,0,25,53.06,0,1,0,0,0,0,600,1,0,21183.75,"MEDIUM"
"CU3777","JORGE","CASSIDY","CA","West","M","Medical Doctor","No",57,1,66134,0,1,0,2,"SINGLE",0,0,25,54.31,504,0,0,5,0,0,600,3,0,18233.5,"MEDIUM"
"CU4410","JC","KLINE","NY","NorthEast","M","Clerical","No",43,0,60547,0,1,1,2,"MARRIED",0,14455,458,53.18,1263,7,5000,3,1,5,500,3,4505,30436.75,"VERY HIGH"
"CU2332","LELAND","GRIMM","OR","West","M","Not specified","No",51,1,68214,0,1,0,4,"SINGLE",41148,4650,25,55.5,41670,11,0,6,0,1,900,2,1500,19153.5,"MEDIUM"
"CU4877","MARION","PEPPER","MI","Midwest","M","Homemaker","No",33,0,60061,3,1,1,3,"MARRIED",0,1250,25,53.23,1775,9,1000,3,1,3,900,0,400,23815.25,"HIGH"
"CU172","DAN","BLAIR","NY","NorthEast","F","Author","No",76,1,60675,4,1,1,4,"DIVORCED",0,1201,174,53.09,683,1,2430,1,1,3,500,0,2430,21768.75,"MEDIUM"
"CU9897","BRODERICK","CARDONA","NY","NorthEast","M","Dentist","No",46,0,59079,4,1,1,4,"MARRIED",0,0,25,53.21,0,2,1000,3,1,1,2500,1,1000,23369.75,"HIGH"
"CU5458","JAMISON","HOOKS","DC","NorthEast","M","Cashier","No",45,1,65459,0,1,0,2,"SINGLE",0,0,25,53.06,513,1,0,0,0,0,600,0,0,16864.75,"MEDIUM"
"CU9328","LAUREN","SNYDER","CA","West","M","Veterinarian","No",48,0,60258,3,1,1,3,"DIVORCED",0,0,25,53.08,1303,1,2000,1,1,1,800,1,2000,25364.5,"HIGH"
"CU8983","LANE","RIGGS","MN","West","M","Law Enforcement Officer","No",35,0,61034,3,1,1,3,"DIVORCED",0,0,25,53.06,0,0,3000,0,1,1,1000,1,3000,24258.5,"HIGH"
"CU1655","CECIL","MACDONALD","FL","South","M","First-line Manager","No",50,0,59188,3,1,1,4,"MARRIED",0,501,160,53.43,668,1,700,4,1,2,700,0,700,25797,"HIGH"
"CU13483","DORETHEA","ADAMS","NY","NorthEast","F","Programmer/Developer","No",32,0,68442,1,1,0,1,"SINGLE",0,750,25,53.02,161,14,0,2,0,3,700,1,0,18810.5,"MEDIUM"
"CU9863","NIESHA","GIRARD","MI","Midwest","F","IT Staff","No",48,1,61884,1,1,1,1,"DIVORCED",0,0,25,53.06,0,0,2500,0,1,1,800,1,2500,23771,"HIGH"
"CU4584","MICKEY","MIMS","NY","NorthEast","M","Administrative Assistant","No",50,1,59724,0,1,0,2,"SINGLE",0,0,25,53.06,509,0,0,0,0,1,900,3,0,15931,"MEDIUM"
"CU14034","MIRANDA","HAGEN","NY","NorthEast","F","Author","No",61,1,61929,1,1,1,1,"MARRIED",0,450,25,53.01,959,2,746,2,1,2,600,10,746,25082.25,"HIGH"
"CU8512","SCOTTY","HUYNH","MI","Midwest","M","Programmer/Developer","No",25,1,57204,3,1,0,3,"SINGLE",7095,750,112,53.11,7226,4,0,2,0,3,1000,9,0,7301,"LOW"
"CU13369","CALEB","GREEN","MI","Midwest","M","Administrative Assistant","No",19,0,61123,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,1500,1,0,18180.75,"MEDIUM"
"CU3715","MALCOLM","WEIR","DC","NorthEast","M","Cashier","No",31,1,59982,1,1,1,1,"MARRIED",0,0,25,53.06,509,0,1216,0,1,2,500,3,1216,21595.5,"MEDIUM"
"CU10361","HONG","PURCELL","CA","West","M","Nurse","No",41,0,58896,0,1,1,2,"SINGLE",0,0,37,53.07,0,12,350,1,1,0,800,1,350,29824,"HIGH"
"CU4118","SUNDAY","WALKER","NY","NorthEast","F","PROF-35","No",50,1,58375,1,1,1,1,"DIVORCED",0,0,191,53.08,702,1,4000,1,1,1,1300,3,4000,23093.75,"HIGH"
"CU12921","OSVALDO","UNGER","CA","West","M","Programmer/Developer","No",21,0,70799,3,0,0,3,"SINGLE",0,0,25,53.07,0,2,0,1,0,1,1000,1,0,15299.75,"MEDIUM"
"CU9729","ROGER","PRYOR","NY","NorthEast","M","Technical Writer","No",55,0,68358,5,1,1,5,"DIVORCED",0,0,25,53.06,0,0,4000,0,1,0,1000,1,4000,25089.5,"HIGH"
"CU2206","DANILO","TOWNSEND","MI","Midwest","M","Not specified","No",42,0,68924,0,1,0,3,"SINGLE",0,0,25,53.34,506,0,0,3,0,0,900,2,0,22931,"HIGH"
"CU15635","REBECA","BRADFORD","MI","Midwest","F","Author","No",67,0,58942,1,1,1,1,"DIVORCED",0,2100,23122,54.46,23180,2,2500,5,1,1,1500,4,700,29935.5,"HIGH"
"CU15148","BEAU","DARBY","CA","West","M","Veterinarian","No",59,0,61997,4,1,1,4,"MARRIED",0,700,672,53.22,681,6,759,3,1,3,600,4,759,25399.25,"HIGH"
"CU15175","CARLEY","BUCHANAN","MO","Midwest","F","Cashier","No",40,1,61197,5,1,1,5,"MARRIED",0,501,228,53.07,243,11,1400,1,1,2,1500,1,1400,16799.25,"MEDIUM"
"CU2055","OTTO","SULLIVAN","NY","NorthEast","M","Sales Representative","No",29,1,68011,0,1,1,2,"SINGLE",0,0,6178,53.38,6692,10,255,3,1,0,900,2,255,25902.75,"HIGH"
"CU1720","ALVARO","WILEY","NY","NorthEast","M","Author","No",72,1,59255,1,1,1,1,"WIDOWED",0,9200,25,53.83,2006,9,5000,4,1,4,900,2,5000,25513.75,"HIGH"
"CU2788","VAUGHN","MCKINNEY","CA","West","M","IT Staff","No",56,1,60508,0,1,2,2,"OTHER",0,0,25,53.16,629,5,15000,2,2,2,500,2,15000,36727,"VERY HIGH"
"CU14938","FE","CHANCE","NY","NorthEast","F","Technical Writer","No",26,0,63799,1,1,1,1,"DIVORCED",0,0,25,53.06,0,0,1900,0,1,1,1000,1,1900,27049.75,"HIGH"
"CU12859","REX","BURGOS","NY","NorthEast","M","Fireman","No",19,0,60647,3,1,1,3,"SINGLE",0,0,25,53.06,0,0,350,0,1,0,1000,1,350,22561.75,"HIGH"
"CU13885","RORY","STOUT","MI","Midwest","M","Nurse","No",32,0,65326,3,1,1,3,"SINGLE",0,0,25,53.05,0,0,369,2,1,0,700,1,369,25031.5,"HIGH"
"CU15133","DEWITT","ROBLES","NY","NorthEast","M","Dentist","No",36,1,62694,1,1,1,1,"MARRIED",0,0,651,53.13,663,7,1050,2,1,0,1000,4,1050,22773.5,"HIGH"
"CU7666","GARRET","STANLEY","CA","West","M","PROF-28","No",22,0,68528,0,0,0,2,"SINGLE",0,0,25,53.07,0,2,0,1,0,0,1500,1,0,20332,"MEDIUM"
"CU8286","DONNY","THOMSON","MI","Midwest","M","Construction Laborer","No",48,0,67941,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,600,1,0,22785.25,"HIGH"
"CU3751","BRIANA","DEWITT","CA","West","F","Not specified","No",46,1,73217,3,1,1,4,"DIVORCED",0,12000,10426,55.09,10995,5,4000,5,1,9,1200,3,2000,23904.25,"HIGH"
"CU2005","KIETH","CHANEY","NY","NorthEast","M","Dentist","No",44,1,62948,3,1,1,3,"MARRIED",0,1600,4992,53.13,6032,18,700,2,1,6,1500,2,400,20637,"MEDIUM"
"CU11347","TROY","RUFF","NY","NorthEast","M","Sales Representative","No",42,1,67752,3,1,1,3,"MARRIED",0,500,25,53.34,2576,2,1000,3,1,2,1000,1,1000,21638,"MEDIUM"
"CU2804","RONALD","LAIRD","MN","West","M","PROF-11","No",43,0,58370,0,1,0,2,"SINGLE",0,0,25,53.07,515,4,0,1,0,0,900,2,0,19892.5,"MEDIUM"
"CU13492","SAMATHA","JACOBS","MI","Midwest","F","PROF-7","No",33,0,61329,1,1,1,1,"DIVORCED",0,1250,349,53.1,365,12,1910,2,1,3,1000,1,1910,27132.25,"HIGH"
"CU7970","JANNET","LEDBETTER","MI","Midwest","F","Publisher","No",42,0,68131,1,1,1,1,"DIVORCED",0,0,25,53.06,0,0,4348,0,1,1,3500,1,4348,29732.75,"HIGH"
"CU5854","FRANK","MAGEE","NV","Southwest","M","Software Engineer","No",26,0,69743,3,1,1,3,"MARRIED",0,1621,3375,54.44,3883,2,1500,5,1,3,1500,0,371,25535.75,"HIGH"
"CU12168","DESMOND","FERRELL","CA","West","M","Professor","No",19,0,57992,3,1,1,3,"SINGLE",0,500,25,53.58,297,4,375,4,1,2,1000,4,375,21898,"MEDIUM"
"CU12517","JERMAINE","ZAPATA","NY","NorthEast","M","Fireman","No",29,1,58366,3,1,1,4,"MARRIED",0,450,620,53.33,633,14,800,3,1,2,1000,1,800,18491.5,"MEDIUM"
"CU15599","CARMINE","HINDS","UT","Southwest","M","Programmer/Developer","No",25,1,70112,3,1,0,3,"SINGLE",0,750,283,53.08,793,5,0,1,0,3,1500,3,0,10528,"LOW"
"CU14537","JEFF","KIMBLE","MI","Midwest","M","Programmer/Developer","No",24,1,69908,3,1,1,3,"SINGLE",16579,450,74,53.24,16861,3,600,3,1,2,1000,1,600,20377,"MEDIUM"
"CU10566","STEVE","UNGER","NY","NorthEast","M","Nurse","No",22,1,69578,0,0,0,2,"SINGLE",0,0,25,53.06,0,0,0,0,0,0,1500,1,0,15594.5,"MEDIUM"
"CU4321","WILLETTE","IRWIN","CA","West","F","Lab Technician","No",43,0,73697,1,1,1,1,"MARRIED",0,0,25,53.06,507,0,1500,0,1,1,1500,3,1500,31224.25,"VERY HIGH"
"CU15471","WINSTON","CORDOVA","CA","West","M","PROF-5","No",36,0,62911,1,1,1,1,"SINGLE",0,0,25,53.07,0,0,400,1,1,0,600,4,400,27827.75,"HIGH"
"CU2669","CHI","FRY","NY","NorthEast","M","PROF-26","No",24,1,70046,3,1,1,3,"MARRIED",0,700,176,53.01,687,14,1050,2,1,3,1000,2,1050,20411.5,"MEDIUM"
